"Country","State","City","Population","Lat","Lon"
"UnitedKingdom","WestYorkshire","Pudsey",33109,53.79537859928,-1.66133880615234
"UnitedKingdom","WestBerkshire","Newbury",33065,51.4,-1.3166667
"UnitedKingdom","Essex","Wickford",32975,51.6,0.5166667
"UnitedKingdom","Devon","Exmouth",32972,50.619744,-3.413406
"UnitedKingdom","Falkirk","Falkirk",32890,56.,-3.7666667
"UnitedKingdom","WestYorkshire","Brighouse",32360,53.7,-1.7833333
"UnitedKingdom","RhonddaCynonTaff","Aberdare",32756,51.715,-3.4541667
"UnitedKingdom","NorthAyrshire","Irvine",33698,55.6,-4.6666667
"UnitedKingdom","BlackburnWithDarwen","Darwen",32566,53.7,-2.4666667
"UnitedKingdom","Devon","Barnstaple",32532,51.0833333,-4.05
"UnitedKingdom","Stirling","Stirling",45750,56.1166667,-3.95
"UnitedKingdom","Hertfordshire","Borehamwood",32176,51.66,-0.27
"UnitedKingdom","Manchester","Prestwich",32125,53.5333333,-2.2833333
"UnitedKingdom","NorthEastLincolnshire","Cleethorpes",32017,53.55,-0.0333333
"UnitedKingdom","EastRidingOfYorkshire","Beverley",30831,53.8333333,-0.4166667
"UnitedKingdom","Manchester","Hyde",31926,53.45,-2.0833333
"UnitedKingdom","DumfriesAndGalloway","Dumfries",32914,55.07,-3.603
"UnitedKingdom","WestSussex","BurgessHill",31183,50.9666667,-0.1333333
"UnitedKingdom","Cambridgeshire","SaintNeots",31165,52.2166667,-0.2666667
"UnitedKingdom","Conwy","ColwynBay",30829,53.3,-3.75
"UnitedKingdom","MerthyrTydfil","MerthyrTydfil",30821,51.75,-3.3833333
"UnitedKingdom","Cheshire","Winsford",30812,53.1833333,-2.5166667
"UnitedKingdom","Gloucestershire","Stroud",30600,51.75,-2.2
"UnitedKingdom","Berkshire","Windsor",26885,51.4791,-0.6095
"UnitedKingdom","NorthLanarkshire","Motherwell",30520,55.7833333,-4.
"UnitedKingdom","RhonddaCynonTaff","Pontypridd",30420,51.6013889,-3.3447222
"UnitedKingdom","Surrey","Camberley",30155,51.340222,-0.744391
"UnitedKingdom","Halton","Heswall",30065,53.3166667,-3.1
"UnitedKingdom","Northumberland","Cramlington",29985,55.08,-1.58
"UnitedKingdom","Warwickshire","Bedworth",29981,52.4666667,-1.4666667
"UnitedKingdom","Durham","Peterlee",29979,54.7622222,-1.3475
"UnitedKingdom","Staffordshire","Burntwood",29766,52.6833333,-1.9
"UnitedKingdom","Nottinghamshire","HucknallTorkard",29728,53.0333333,-1.2
"UnitedKingdom","Surrey","Egham",29663,51.43,-0.55
"UnitedKingdom","WestSussex","HaywardsHeath",29660,50.9833333,-0.1
"UnitedKingdom","Hertfordshire","Hatfield",29616,51.76338,-0.22419
"UnitedKingdom","WestDunbartonshire","Clydebank",29610,55.9,-4.4
"UnitedKingdom","StokeOnTrent","Kidsgrove",29480,53.0833333,-2.2333333
"UnitedKingdom","Cumbria","Kendal",29468,54.3166667,-2.75
"UnitedKingdom","Ards","Newtownards",29363,54.5923563192324,-5.69091796875
"UnitedKingdom","Lancashire","Nelson",29317,53.8333333,-2.2
"UnitedKingdom","Hampshire","Totton",29260,50.9166667,-1.4833333
"UnitedKingdom","Carrickfergus","Carrickfergus",29208,54.7158,-5.8058
"UnitedKingdom","Manchester","AshtonInMakerfield",29039,53.4833333,-2.65
"UnitedKingdom","Staffordshire","Lichfield",28973,52.6833333,-1.8166667
"UnitedKingdom","Hertfordshire","Harpenden",28966,51.8,-0.35
"UnitedKingdom","Ballymena","Ballymena",28932,54.8635677598837,-6.27628326416016
"UnitedKingdom","NorthLanarkshire","Wishaw",28840,55.7666667,-3.9166667
"UnitedKingdom","Medway","Rochester",27125,51.3833333,0.5166667
"UnitedKingdom","WestYorkshire","Pontefract",28620,53.6910654242399,-1.31269454956055
"UnitedKingdom","WestYorkshire","Shipley",28544,53.8333333,-1.7666667
"UnitedKingdom","WestSussex","Chichester",28222,50.8367332416275,-0.780029296875
"UnitedKingdom","Kent","Dover",31022,51.1295,1.3089
"UnitedKingdom","Manchester","Heywood",28016,53.5833333,-2.2166667
"UnitedKingdom","Kent","Sevenoaks",27871,51.2666667,0.2
"UnitedKingdom","Surrey","Sunbury",27784,51.4,-0.4
"UnitedKingdom","NewryAndMourne","Newry",27757,54.1784113212102,-6.33739471435547
"UnitedKingdom","Nottinghamshire","KirkbyInAshfield",27539,53.0833333,-1.2666667
"UnitedKingdom","Manchester","Denton",27464,53.45,-2.1166667
"UnitedKingdom","EastDunbartonshire","Bearsden",27460,55.9166667,-4.35
"UnitedKingdom","WestYorkshire","Cleckheaton",27393,53.7166667,-1.7166667
"UnitedKingdom","TyneAndWear","Jarrow",27264,54.9805556,-1.4508333
"UnitedKingdom","GreaterLondon","Feltham",27104,51.4496,-0.4089
"UnitedKingdom","Lancashire","Fleetwood",27077,53.92,-3.01
"UnitedKingdom","WestSussex","EastGrinstead",26523,51.1166667,-0.0166667
